address,vicinity,name,type
"1114 Visco Dr, Nashville","1114 Visco Drive, Nashville",Ergon Terminaling Inc,"['general_contractor', 'point_of_interest', 'establishment']"
"1318 6th Ave N, Nashville","1318 6th Avenue North, Nashville",Samurai Sushi & Korean Pub,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"1318 6th Ave N, Nashville","1318 6th Avenue North, Nashville",Smokehouse on Sixth,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"120 White Bridge Rd, Nashville","120 White Bridge Road, Nashville",Nashville State Community College,"['university', 'point_of_interest', 'establishment']"
"120 White Bridge Rd, Nashville","120 White Bridge Pike, Nashville",NECAT Network,"['point_of_interest', 'establishment']"
"120 White Bridge Rd, Nashville","120 White Bridge Road, Nashville",College,"['university', 'point_of_interest', 'establishment']"
"120 White Bridge Rd, Nashville","120 White Bridge Road, Nashville",Hampton Inn Bellevue/Nashville I-40W,"['lodging', 'point_of_interest', 'establishment']"
"120 White Bridge Rd, Nashville","120 White Bridge Road, Nashville",Nashville State Community College Foundation,"['point_of_interest', 'establishment']"
"2514 Nolensville Pike, Nashville","2514 Nolensville Pike, Nashville",Hickerson Motel Court,"['lodging', 'point_of_interest', 'establishment']"
"3034 Dickerson Pike, Nashville","3034 Dickerson Pike, Nashville",Bank of America ATM,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']"
"3034 Dickerson Pike, Nashville","3034 Dickerson Pike, Nashville",Bank of America (with Drive-thru ATM),"['bank', 'finance', 'point_of_interest', 'establishment']"
"5807 Charlotte Pike, Nashville","5807 Charlotte Pike, Nashville",Zeal Church,"['church', 'place_of_worship', 'point_of_interest', 'establishment']"
"480 Hogan Rd, Nashville","480 Hogan Road, Nashville",Crievewood Baptist Church,"['church', 'place_of_worship', 'point_of_interest', 'establishment']"
"480 Hogan Rd, Nashville","480 Hogan Road, Nashville",Nashville Notes,"['school', 'point_of_interest', 'establishment']"
"111 Broadway, Nashville","111 Broadway, Nashville",Rock Bottom Restaurant & Brewery,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"111 Broadway, Nashville","111 Broadway Suite 200, Nashville",Glen Campbell Museum,"['museum', 'point_of_interest', 'establishment']"
"111 Broadway, Nashville","111 Broadway Suite 300, Nashville",Platinum Companies,"['lodging', 'general_contractor', 'point_of_interest', 'establishment']"
"918 21st Ave N, Nashville","918 21st Avenue North, Nashville",Meharry Medical College-Drive-Through,"['health', 'point_of_interest', 'establishment']"
"5272 Cane Ridge Rd, Antioch","5272 Cane Ridge Road, Antioch",Shell,"['gas_station', 'atm', 'convenience_store', 'finance', 'food', 'point_of_interest', 'store', 'establishment']"
"5272 Cane Ridge Rd, Antioch","5272 Cane Ridge Road, Antioch",Twice Daily,"['convenience_store', 'bakery', 'cafe', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"785 Old Hickory Blvd, Brentwood","785 Old Hickory Boulevard, Brentwood",Best Generic Viagra,"['health', 'point_of_interest', 'establishment']"
"785 Old Hickory Blvd, Brentwood","785 Old Hickory Boulevard, Brentwood",Brentwood Chiropractic,"['health', 'point_of_interest', 'establishment']"
"785 Old Hickory Blvd, Brentwood","785 Old Hickory Boulevard, Brentwood","Brittany N. Harris, COTA","['health', 'point_of_interest', 'establishment']"
"785 Old Hickory Blvd, Brentwood","785 Old Hickory Boulevard Suite 101, Brentwood","Gary W. Cockrell, DPM, Foot & Ankle Care","['doctor', 'health', 'point_of_interest', 'establishment']"
"785 Old Hickory Blvd, Brentwood","785 Old Hickory Boulevard Suite 200, Brentwood","Dennis K Roman, D.M.D.","['dentist', 'health', 'point_of_interest', 'establishment']"
"5141 John Hagar Road, Hermitage","5141 John Hagar Road, Hermitage",Ruby Major Elementary School,"['school', 'point_of_interest', 'establishment']"
"263 Hermitage Ave, Nashville","263 Hermitage Avenue, Nashville",Martin's Wrecker Service,"['point_of_interest', 'establishment']"
"3177 Lebanon Pike, Nashville","3177 Lebanon Pike, Nashville",Party City,"['home_goods_store', 'food', 'point_of_interest', 'clothing_store', 'store', 'establishment']"
"2905 12th Ave S, Nashville","2905 12th Avenue South, Nashville",Planet Cowboy,"['shoe_store', 'point_of_interest', 'clothing_store', 'store', 'establishment']"
"2905 12th Ave S, Nashville","2905 12th Avenue South #106, Nashville",Firepot Nomadic Teas,"['food', 'point_of_interest', 'store', 'establishment']"
"2905 12th Ave S, Nashville","2905 12th Avenue South STE 104, Nashville",Mill Creek Taproom at 12 South,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"2905 12th Ave S, Nashville","2905 12th Avenue South, Nashville",David Adams Wealth Group-Nashville Financial Advisors,"['finance', 'point_of_interest', 'establishment']"
"2905 12th Ave S, Nashville","2905 12th Avenue South STE 101, Nashville",Crue,"['point_of_interest', 'clothing_store', 'store', 'establishment']"
"3960 Parkway, Nan","3960 Parkway, Pigeon Forge",Cracker Barrel Old Country Store,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"1200 Clinton St, Nashville","1200 Clinton Street, Nashville",Brian Pitts - Preferred Rate,"['finance', 'point_of_interest', 'establishment']"
"1200 Clinton St, Nashville","1200 Clinton Street Suite 231, Nashville",Preverity,"['point_of_interest', 'establishment']"
"1200 Clinton St, Nashville","1200 Clinton Street #227, Nashville",Kelley Karamanos Preferred Rate,"['real_estate_agency', 'point_of_interest', 'establishment']"
"1200 Clinton St, Nashville","1200 Clinton Street Suite 23, Nashville",Nashville Olive Oil Company,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']"
"1200 Clinton St, Nashville","1200 Clinton Street, Nashville",Contact — Brad Stinson,"['point_of_interest', 'establishment']"
"1153 Division St, Nashville","1153 Division Street, Nashville",Terrazzo Garage,"['parking', 'point_of_interest', 'establishment']"
"5800 Crossings Blvd, Antioch","5800 Crossings Boulevard, Antioch",Collision Repair Center,"['car_repair', 'point_of_interest', 'establishment']"
"5800 Crossings Blvd, Antioch","5800 Crossings Boulevard B, Antioch",Freeland Ram,"['car_dealer', 'car_repair', 'point_of_interest', 'store', 'establishment']"
"5800 Crossings Blvd, Antioch","5800 Crossings Boulevard, Antioch",Freeland Chrysler Dodge Jeep Ram,"['finance', 'car_dealer', 'point_of_interest', 'store', 'establishment']"
"5800 Crossings Blvd, Antioch","5800 Crossings Boulevard A, Antioch",Freeland Jeep,"['car_dealer', 'car_repair', 'point_of_interest', 'store', 'establishment']"
"5800 Crossings Blvd, Antioch","5800 Crossings Boulevard D, Antioch",Freeland Chrysler,"['car_dealer', 'point_of_interest', 'store', 'establishment']"
"302 11th Ave S, Nashville","302 11th Avenue South, Nashville",King of Pops Cart (The Gulch),"['food', 'point_of_interest', 'store', 'establishment']"
"2720 Old Lebanon Rd, Nashville","2720 Old Lebanon Road, Nashville",Noah,"['point_of_interest', 'establishment']"
"2720 Old Lebanon Rd, Nashville","2720 Old Lebanon Road #160, Nashville",160 Pizza Factory salon,"['hair_care', 'point_of_interest', 'establishment']"
"2720 Old Lebanon Rd, Nashville","2720 Old Lebanon Road, Nashville",Transformative Therapy Services,"['health', 'point_of_interest', 'establishment']"
"2720 Old Lebanon Rd, Nashville","2720 Old Lebanon Road, Nashville",Bank of America (with Drive-thru ATM),"['bank', 'finance', 'point_of_interest', 'establishment']"
"2720 Old Lebanon Rd, Nashville","2720 Old Lebanon Road, Nashville",Bears Den barbershop,"['hair_care', 'health', 'point_of_interest', 'establishment']"
"3307 Charlotte Ave, Nashville","3307 Charlotte Avenue, Nashville",White Cactus Salon,"['beauty_salon', 'point_of_interest', 'establishment']"
"3307 Charlotte Ave, Nashville","3307 Charlotte Avenue, Nashville",Calypso Cafe - West End / Charlotte,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"3307 Charlotte Ave, Nashville","3307 Charlotte Avenue, Nashville",Nashville Fit Lab,"['health', 'point_of_interest', 'establishment']"
"3201 Old Hickory Blvd, Old Hickory","3201 Old Hickory Boulevard, Old Hickory",Redbox,"['movie_rental', 'point_of_interest', 'store', 'establishment']"
"3201 Old Hickory Blvd, Old Hickory","3201 Old Hickory Boulevard, Old Hickory",FedEx OnSite,"['point_of_interest', 'establishment']"
"3201 Old Hickory Blvd, Old Hickory","3201 Old Hickory Boulevard, Old Hickory",Dollar General,"['grocery_or_supermarket', 'home_goods_store', 'food', 'point_of_interest', 'store', 'establishment']"
"226 Jackson Meadows Dr, Hermitage","226 Jackson Meadows Drive, Hermitage",Cole Family Practice,"['doctor', 'health', 'point_of_interest', 'establishment']"
"205 W Old Hickory Blvd, Madison","205 West Old Hickory Boulevard, Madison",Valvoline Instant Oil Change,"['car_repair', 'point_of_interest', 'establishment']"
"1201 Demonbreun St, Nashville","1201 Demonbreun Street, Nashville",1201 Demonbreun | Nashville,"['real_estate_agency', 'point_of_interest', 'establishment']"
"1201 Demonbreun St, Nashville","1201 Demonbreun Street, Nashville",Kona Espresso Bar,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
"1201 Demonbreun St, Nashville","1201 Demonbreun Street #15, Nashville",WME,"['point_of_interest', 'establishment']"
"1201 Demonbreun St, Nashville","1201 Demonbreun Street #1100, Nashville",KPMG LLP,"['accounting', 'finance', 'point_of_interest', 'establishment']"
"1201 Demonbreun St, Nashville","1201 Demonbreun Street #800, Nashville",Lendlease,"['general_contractor', 'point_of_interest', 'establishment']"
"9005 Overlook Blvd, Nan","9005 Overlook Boulevard, Brentwood",Benchmark Investors Group,"['real_estate_agency', 'point_of_interest', 'establishment']"
"9005 Overlook Blvd, Nan","9005 Overlook Boulevard, Brentwood",Legacy Builders Wealth Management,"['finance', 'point_of_interest', 'establishment']"
"9005 Overlook Blvd, Nan","9005 Overlook Boulevard #119, Nashville",5 Star Roofing & Restoration,"['roofing_contractor', 'point_of_interest', 'establishment']"
"9005 Overlook Blvd, Nan","9005 Overlook Boulevard #106, Brentwood",Pain Therapy Solutions,"['health', 'point_of_interest', 'establishment']"
"9005 Overlook Blvd, Nan","9005 Overlook Boulevard, Brentwood",Staffing at Tiffanies,"['point_of_interest', 'establishment']"
"509 Donelson Pike, Nashville","509 Donelson Pike #3714, Nashville",Elm Hill Cleaners,"['laundry', 'point_of_interest', 'establishment']"
"903c Gallatin Pike S, Madison","903 Gallatin Pike South #A, Madison",China Wok,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"903c Gallatin Pike S, Madison","903 Gallatin Pike South Suite D, Madison",Sabor Latino Restaurant,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"903c Gallatin Pike S, Madison","903C Gallatin Pike South, Madison",Madison Nails,"['beauty_salon', 'point_of_interest', 'establishment']"
"903c Gallatin Pike S, Madison","903 D Gallatin Pike South, Madison",La Rosita,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"903c Gallatin Pike S, Madison","903 Gallatin Pike South, Madison",My Puppy Parlor,"['point_of_interest', 'establishment']"
"801 Clark Pl, Nashville","801 Clark Place, Nashville",Oak Steakhouse Nashville,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"801 Clark Pl, Nashville","801 Clark Place #9, Nashville",Christy Weaver,"['point_of_interest', 'establishment']"
"2190c Nolensville Pike, Nashville","2190c Nolensville Pike, Nashville",Steadfast and True Yoga South,"['gym', 'health', 'point_of_interest', 'establishment']"
"2190c Nolensville Pike, Nashville","2190 Nolensville Pike, Nashville",MAE Organic Beauty,"['beauty_salon', 'point_of_interest', 'establishment']"
"2190c Nolensville Pike, Nashville","2190 Nolensville Pike unit a, Nashville",South Side Kitchen & Pub,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"2190c Nolensville Pike, Nashville","2190 Nolensville Pike suite e, Nashville",Red Bicycle Coffee & Crêpes,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"414 Gallatin Pike S, Madison","414b Gallatin Pike South, Madison",Sir Pizza,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"414 Gallatin Pike S, Madison","414 Gallatin Road South, Madison",Subway,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"150 3rd Ave N, Nashville","150 3rd Avenue North, Nashville",Premier Parking Baker Donelson Garage,"['parking', 'point_of_interest', 'establishment']"
"3003 Dickerson Pike, Nashville","3003 Dickerson Pike, Nashville",Bloom Electric Supply,"['point_of_interest', 'store', 'establishment']"
"565 Marriott Dr, Nashville","565 Marriott Drive, Nashville",FedEx Drop Box,"['point_of_interest', 'establishment']"
"565 Marriott Dr, Nashville","565 Marriott Drive Suite 700, Nashville",Press Ganey,"['point_of_interest', 'establishment']"
"565 Marriott Dr, Nashville","565 Marriott Drive Ste 500, Nashville",Brown & Brown Of Tennessee Inc.,"['insurance_agency', 'point_of_interest', 'establishment']"
"565 Marriott Dr, Nashville","565 Marriott Drive, Nashville",Berkley Surety Group,"['finance', 'point_of_interest', 'establishment']"
"565 Marriott Dr, Nashville","565 Marriott Drive #810, Nashville","Dreher Advisory Services, PLLC","['finance', 'point_of_interest', 'establishment']"
"1592 Gallatin Pike N, Madison","1592 Gallatin Pike North, Madison",Jimmy John's,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"5361 Mt View Rd, Antioch","5361 Mount View Road, Antioch",Octapharma Plasma,"['health', 'point_of_interest', 'establishment']"
"1315 Kirby Rd, Nan","1315 Kirby Road, Knoxville",Red Roof Inn Knoxville Central - Papermill Road,"['lodging', 'point_of_interest', 'establishment']"
"121 Davidson Rd, Nashville","121 Davidson Road, Nashville",American Standard,"['insurance_agency', 'health', 'point_of_interest', 'establishment']"
"121 Davidson Rd, Nashville","121 Davidson Road, Nashville",Cara Lindell Counseling,"['health', 'point_of_interest', 'establishment']"
"121 Davidson Rd, Nashville","121 Davidson Road, Nashville",OCD Nashville Peer Support Group,"['health', 'point_of_interest', 'establishment']"
"121 Davidson Rd, Nashville","121 Davidson Road, Nashville",Belle Meade United Methodist Church,"['church', 'place_of_worship', 'point_of_interest', 'establishment']"
"121 Davidson Rd, Nashville","121 Davidson Road, Nashville",The Counseling Center At Belle Meade United Methodist Church,"['health', 'point_of_interest', 'establishment']"
"1725 5th Ave N, Nashville","1725 5th Avenue North, Nashville",Scout's Barbershop,"['hair_care', 'health', 'point_of_interest', 'establishment']"
"1725 5th Ave N, Nashville","1725 5th Avenue North, Nashville",Grillshack Fries and Burgers - Salemtown / Germantown,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"3745 US-31 ALT, Nashville","3745 Nolensville Pike, Nashville",Smith Bros. Car Wash,"['car_wash', 'point_of_interest', 'establishment']"
"4744 Lebanon Pike, Hermitage","4744 Lebanon Road, Hermitage",KFC,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"6718 Charlotte Pike, Nashville","6718 Charlotte Pike, Nashville",Books-A-Million,"['book_store', 'electronics_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']"
"1104 Rosa L Parks Blvd, Nashville","1104 Rosa L Parks Boulevard, Nashville",Walgreens,"['drugstore', 'convenience_store', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
"1104 Rosa L Parks Blvd, Nashville","1104 Rosa L Parks Boulevard, Nashville",Walgreens Pharmacy,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']"
"1104 Rosa L Parks Blvd, Nashville","1104 Rosa L Parks Boulevard, Nashville",Walgreens Photo,"['electronics_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']"
"1104 Rosa L Parks Blvd, Nashville","1104 Rosa L Parks Boulevard, Nashville",FedEx OnSite,"['point_of_interest', 'establishment']"
"1104 Rosa L Parks Blvd, Nashville","1104 Rosa L Parks Boulevard, Nashville",Walgreens,"['drugstore', 'convenience_store', 'food', 'health', 'point_of_interest', 'clothing_store', 'store', 'establishment']"
"2200 Brick Church Pike, Nashville","2200 Brick Church Pike, Nashville",TIGERMARKET #202,"['gas_station', 'point_of_interest', 'establishment']"
"2200 Brick Church Pike, Nashville","2200 Brick Church Pike, Nashville",Tiger Mart,"['convenience_store', 'atm', 'gas_station', 'finance', 'food', 'point_of_interest', 'store', 'establishment']"
"2200 Brick Church Pike, Nashville","2200 Brick Church Pike, Nashville",ATM (Tiger Mart),"['atm', 'convenience_store', 'finance', 'food', 'point_of_interest', 'store', 'establishment']"
"1625 Dr DB Todd Jr Blvd, Nashville","1625 Doctor DB Todd Junior Boulevard, Nashville",Robert Churchwell Museum Magnet Elementary School,"['primary_school', 'school', 'point_of_interest', 'establishment']"
"150 Long Hollow Pike, Goodlettsville","150 Long Hollow Pike, Goodlettsville",Twice Daily,"['convenience_store', 'bakery', 'cafe', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"150 Long Hollow Pike, Goodlettsville","150 Long Hollow Pike, Goodlettsville",Aztex Fuel & Food Center,"['grocery_or_supermarket', 'gas_station', 'food', 'point_of_interest', 'store', 'establishment']"
"150 Long Hollow Pike, Goodlettsville","150 Long Hollow Pike, Goodlettsville",Shell,"['gas_station', 'atm', 'car_wash', 'convenience_store', 'finance', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"455 Rural Hill Rd, Nashville","455 Rural Hill Road, Nashville",Lakeview Elementary Design Center,"['school', 'primary_school', 'point_of_interest', 'establishment']"
"5764 Old Hickory Blvd, Hermitage","5764 Old Hickory Boulevard, Hermitage",Lazy Boy Smoke Shop,"['point_of_interest', 'store', 'establishment']"
"5764 Old Hickory Blvd, Hermitage","5764 Old Hickory Boulevard, Hermitage",Serena Renae's Salon Spa Fitness,"['beauty_salon', 'spa', 'health', 'point_of_interest', 'establishment']"
"346 Harding Pl, Nashville","346 Harding Place, Nashville",Marisqueria Vallarta Mexican Grill,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"707 Rivergate Pkwy, Goodlettsville","707 Rivergate Parkway d, Goodlettsville",M&K Wholesale C-Store Supplies,"['convenience_store', 'gas_station', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']"
"707 Rivergate Pkwy, Goodlettsville","707 Rivergate Parkway, Goodlettsville",Green chili indian Restaurant,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"707 Rivergate Pkwy, Goodlettsville","707 Rivergate Parkway, Goodlettsville",Indian Mart,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']"
"3750 Stewarts Ln, Nashville","3750 Stewarts Lane, Nashville",Mesilla Valley Transportation,"['moving_company', 'point_of_interest', 'establishment']"
"3750 Stewarts Ln, Nashville","3750 Stewarts Lane, Nashville",Penske Truck Rental,"['moving_company', 'storage', 'point_of_interest', 'store', 'establishment']"
"3750 Stewarts Ln, Nashville","3750 Stewarts Lane, Nashville",Seay Transportation,"['point_of_interest', 'establishment']"
"801 Steam Plant Rd, Nan","801 Steam Plant Road, Gallatin",Eliken Property Management,"['point_of_interest', 'establishment']"
"801 Steam Plant Rd, Nan","801 Steam Plant Road, Gallatin",MidTenn Wholesale,"['point_of_interest', 'establishment']"
"654 Wade Cir, Goodlettsville","654 Wade Circle S, Goodlettsville",Hooters,"['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"4270 Kenilwood Dr, Nashville","4270 Kenilwood Drive, Nashville",Caravan In TN,"['car_dealer', 'point_of_interest', 'store', 'establishment']"
"4270 Kenilwood Dr, Nashville","4270 Kenilwood Drive, Nashville",Carvana Nashville,"['car_dealer', 'point_of_interest', 'store', 'establishment']"
"1607 Gallatin Pike N, Madison","1607 Gallatin Pike North, Madison",Greek Style Gyro,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"2971 Sidco Dr, Nan","2971 Sidco Drive, Nashville",Nashville Veterinary Specialists + Animal Emergency,"['veterinary_care', 'health', 'point_of_interest', 'establishment']"
"2971 Sidco Dr, Nan","2971 Sidco Drive, Nashville",Nashville vet specialists,"['point_of_interest', 'establishment']"
"2971 Sidco Dr, Nan","2971 Sidco Drive, Nashville",Mobivet Inc,"['point_of_interest', 'establishment']"
"2971 Sidco Dr, Nan","2971 Sidco Drive, Nashville",Canine Rehabilitation of Nashville,"['veterinary_care', 'point_of_interest', 'establishment']"
"335 Hill Ave, Nashville","335 Hill Avenue #4711, Nashville",IES - Ingram Express Services,"['point_of_interest', 'store', 'establishment']"
"2950 Nolensville Pike, Nashville","2950 Nolensville Pike, Nashville",Burger King,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"419 Gallatin Ave, Nashville","419 Gallatin Avenue, Nashville",Nicholson Cleaners,"['laundry', 'point_of_interest', 'establishment']"
"114 E Old Hickory Blvd, Madison","114 East Old Hickory Boulevard #3933, Madison",Whitt's Barbecue,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"7216 Whites Creek Pike, Joelton","7216 Whites Creek Pike, Joelton",Taco Bell,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"611 9th Ave S, Nashville","611 9th Avenue South, Nashville",The Chef and I on Ninth,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"1000 Rivergate Pkwy, Goodlettsville","1000 Rivergate Parkway, Goodlettsville",RiverGate Mall,"['shopping_mall', 'point_of_interest', 'establishment']"
"1000 Rivergate Pkwy, Goodlettsville","1000 Rivergate Parkway Ste 3, Goodlettsville",The SALON by InStyle Inside JCPenney,"['beauty_salon', 'hair_care', 'point_of_interest', 'store', 'establishment']"
"1000 Rivergate Pkwy, Goodlettsville","1000 Rivergate Parkway #3, Goodlettsville",JCPenney Portraits,"['point_of_interest', 'establishment']"
"1000 Rivergate Pkwy, Goodlettsville","1000 Rivergate Parkway Ste 3, Goodlettsville",JCPenney,"['department_store', 'shoe_store', 'jewelry_store', 'furniture_store', 'home_goods_store', 'point_of_interest', 'clothing_store', 'store', 'establishment']"
"7665 US-70S, Nashville","7665 Highway 70 South, Nashville",Tool & Truck Rental Center at The Home Depot,"['point_of_interest', 'establishment']"
"7665 US-70S, Nashville","7665 Highway 70 South, Nashville",Pro Desk at The Home Depot,"['point_of_interest', 'store', 'establishment']"
"7665 US-70S, Nashville","7665 Highway 70 South, Nashville",The Home Depot,"['hardware_store', 'furniture_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']"
"7665 US-70S, Nashville","7665 Highway 70 South, Nashville",Compact Power Equipment Rental,"['point_of_interest', 'establishment']"
"7665 US-70S, Nashville","7665 Highway 70 South, Nashville",Home Services at The Home Depot,"['painter', 'electrician', 'plumber', 'general_contractor', 'point_of_interest', 'establishment']"
"500 Interstate Blvd S, Nashville","500 Interstate Boulevard South 4th Floor, Nashville",Nashville Soccer Club,"['point_of_interest', 'establishment']"
"500 Interstate Blvd S, Nashville","500 Interstate Boulevard South Suite 300, Nashville",Advanced Network Solutions,"['point_of_interest', 'establishment']"
"500 Interstate Blvd S, Nashville","500 Interstate Boulevard South Suite 200, Nashville",Nashville Sales Training,"['point_of_interest', 'establishment']"
"500 Interstate Blvd S, Nashville","500 Interstate Boulevard South # 105, Nashville",American Hospital Association,"['point_of_interest', 'establishment']"
"500 Interstate Blvd S, Nashville","500 Interstate Boulevard South # 304, Nashville",Tennessee Society-Association Execs,"['point_of_interest', 'establishment']"
"658 Murfreesboro Pike, Nashville","658 Murfreesboro Pike, Nashville",Mid-TN Erosion & Sediment,"['point_of_interest', 'establishment']"
"4320 Harding Pike, Nashville","4320 Harding Pike, Nashville",The Picnic Cafe & Party Catering,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"4320 Harding Pike, Nashville","4320 Harding Pike, Nashville",The Picnic,"['cafe', 'food', 'point_of_interest', 'establishment']"
"4320 Harding Pike, Nashville","4320 Harding Pike Suite 202, Nashville",Dr Timothy Bush,"['doctor', 'health', 'point_of_interest', 'establishment']"
"108 Gleaves St, Goodlettsville","108 Glancy Street, Goodlettsville",The Clubhouse,"['bar', 'point_of_interest', 'establishment']"
"510 Donelson Pike, Nashville","510 Donelson Pike, Nashville",Wash Me Express Car Wash - Donelson,"['car_wash', 'point_of_interest', 'establishment']"
"515 Bell Rd, Antioch","515 Bell Road, Antioch",Church's Chicken,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"4019 Hillsboro Pike, Nashville","4019 Hillsboro Pike, Nashville",west elm,"['furniture_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']"
"162 4th Ave N, Nashville","162 4th Avenue North, Nashville",Music City Loft,"['real_estate_agency', 'travel_agency', 'lodging', 'point_of_interest', 'establishment']"
"162 4th Ave N, Nashville","162 4th Avenue North #104, Nashville",Dr. Angela Walk,"['health', 'point_of_interest', 'establishment']"
"162 4th Ave N, Nashville","162 4th Avenue North #10th, Nashville",Hill Jennifer H DDS,"['dentist', 'health', 'point_of_interest', 'establishment']"
"162 4th Ave N, Nashville","162 4th Avenue North, Nashville",Audio Visual Resources Inc,"['electronics_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']"
"162 4th Ave N, Nashville","162 4th Avenue North #300, Nashville",Hill John W,"['insurance_agency', 'point_of_interest', 'establishment']"
"201 3rd Ave S, Nashville","201 3rd Avenue South, Nashville",Bakersfield Nashville,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"2101 Rosa L Parks Blvd, Nashville","2101 Rosa L Parks Boulevard, Nashville",Taco Bell,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"5747 Temple Rd, Nashville","5747 Temple Road, Nashville",Sonic Drive-In,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"4421 Murphy Rd, Nashville","4421 Murphy Road, Nashville",Jack's Market,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']"
"5501 Edmondson Pike, Nashville","5501 Edmondson Pike, Nashville",Voting at Edmondson Pike Library,"['point_of_interest', 'establishment']"
"5501 Edmondson Pike, Nashville","5501 Edmondson Pike, Nashville",Nashville Public Library Edmondson Pike Branch,"['library', 'point_of_interest', 'establishment']"
"3626 Trousdale Dr, Nashville","3626 Trousdale Drive, Nashville","Design Stone Expo, INC","['home_goods_store', 'point_of_interest', 'store', 'establishment']"
"106 29th Ave N, Nashville","106 29th Avenue North, Nashville",Cori's DogHouse,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"8075 Sawyer Brown Rd, Nashville","8075 Sawyer Brown Road #420, Nashville",Better Home Buyers TN,"['finance', 'point_of_interest', 'establishment']"
"8075 Sawyer Brown Rd, Nashville","8075 Sawyer Brown Road, Nashville",The Sawyer at One Bellevue Place,"['point_of_interest', 'establishment']"
"8075 Sawyer Brown Rd, Nashville","8075 Sawyer Brown Road Unit 525, Nashville",Allen Clark Photography,"['point_of_interest', 'establishment']"
"8075 Sawyer Brown Rd, Nashville","8075 Sawyer Brown Road Unit 1420, Nashville","CBD Nash, Oils and More","['food', 'health', 'point_of_interest', 'store', 'establishment']"
"234 Gallatin Pike S, Madison","234 Gallatin Pike South, Madison",Firestone Complete Auto Care,"['car_repair', 'point_of_interest', 'store', 'establishment']"
"2317 Elliston Pl, Nashville","2317 Elliston Place, Nashville",F45 Training Midtown Nashville,"['gym', 'health', 'point_of_interest', 'establishment']"
"1101 Kermit Dr, Nashville","1101 Kermit Drive, Nashville",FedEx Drop Box,"['point_of_interest', 'establishment']"
"1101 Kermit Dr, Nashville","1101 Kermit Drive Ste 630, Nashville",Farmers Insurance - Celestia Ware,"['insurance_agency', 'point_of_interest', 'establishment']"
"1101 Kermit Dr, Nashville","1101 Kermit Drive, Nashville",American Job Center,"['point_of_interest', 'establishment']"
"1101 Kermit Dr, Nashville","1101 Kermit Drive Suite 615, Nashville",Allied Universal,"['point_of_interest', 'establishment']"
"1101 Kermit Dr, Nashville","1101 Kermit Drive Suite 510, Nashville","Keith Morrow, SWBC Mortgage","['finance', 'point_of_interest', 'establishment']"
